DISPLAY NAME	CLASS NAME	CARGO BUCKET	SPAWN COMMAND
Assault Pack (Woodland 01)	UK3CB_B_AssaultPack_WDL_01	BACKPACK	addBackpackCargoGlobal
Assault Pack (Woodland 02)	UK3CB_B_AssaultPack_WDL_02	BACKPACK	addBackpackCargoGlobal
Assault Pack (Woodland 03)	UK3CB_B_AssaultPack_WDL_03	BACKPACK	addBackpackCargoGlobal
Alice Pack w/frame Radio RT1523g (OD)	UK3CB_B_B_Alice_pack_frame_radio_01	BACKPACK	addBackpackCargoGlobal
Alice Pack w/frame Radio RT1523g (OD)	UK3CB_B_B_Alice_pack_frame_radio_01_M81	BACKPACK	addBackpackCargoGlobal
Alice Pack Small Radio RT1523g (Khaki)	UK3CB_B_B_Alice_Radio_Backpack	BACKPACK	addBackpackCargoGlobal
Assault Bergen Radio RT1523g (VSR)	UK3CB_B_B_Assault_camo_Radio	BACKPACK	addBackpackCargoGlobal
Small Radio Pack RT1523g (Tan)	UK3CB_B_B_Backpack_Radio_Chem	BACKPACK	addBackpackCargoGlobal
Small Radio Pack RT1523g (Olive)	UK3CB_B_B_Backpack_Radio_Chem_OLI	BACKPACK	addBackpackCargoGlobal
Radio Backpack RT1523g	UK3CB_B_B_Radio_Backpack	BACKPACK	addBackpackCargoGlobal
Tactical Backpack Radio RT1523g	UK3CB_B_B_Tactical_Backpack_Radio	BACKPACK	addBackpackCargoGlobal
UAV Bombs Bag [BLUFOR] (Black AL-6)	UK3CB_B_B_UAV_BOMBS_BLK	BACKPACK	addBackpackCargoGlobal
UAV Bombs Bag [BLUFOR] (Desert AL-6)	UK3CB_B_B_UAV_BOMBS_DES	BACKPACK	addBackpackCargoGlobal
UAV Bombs Bag [BLUFOR] (Woodland AL-6)	UK3CB_B_B_UAV_BOMBS_OLI	BACKPACK	addBackpackCargoGlobal
UAV Bombs Bag [BLUFOR] (Winter AL-6)	UK3CB_B_B_UAV_BOMBS_WIN	BACKPACK	addBackpackCargoGlobal
UAV Medical Bag [BLUFOR] (Black AL-6)	UK3CB_B_B_UAV_MEDICAL_BLK	BACKPACK	addBackpackCargoGlobal
UAV Medical Bag [BLUFOR] (Desert AL-6)	UK3CB_B_B_UAV_MEDICAL_DES	BACKPACK	addBackpackCargoGlobal
UAV Medical Bag [BLUFOR] (Woodland AL-6)	UK3CB_B_B_UAV_MEDICAL_OLI	BACKPACK	addBackpackCargoGlobal
UAV Medical Bag [BLUFOR] (Winter AL-6)	UK3CB_B_B_UAV_MEDICAL_WIN	BACKPACK	addBackpackCargoGlobal
UAV Utility Bag [BLUFOR] (Black AL-6)	UK3CB_B_B_UAV_Utility_BLK	BACKPACK	addBackpackCargoGlobal
UAV Utility Bag [BLUFOR] (Desert AL-6)	UK3CB_B_B_UAV_Utility_DES	BACKPACK	addBackpackCargoGlobal
UAV Utility Bag [BLUFOR] (Woodland AL-6)	UK3CB_B_B_UAV_Utility_OLI	BACKPACK	addBackpackCargoGlobal
UAV Utility Bag [BLUFOR] (Winter AL-6)	UK3CB_B_B_UAV_Utility_WIN	BACKPACK	addBackpackCargoGlobal
Small Medic Pack (Tan)	UK3CB_B_Backpack_Med	BACKPACK	addBackpackCargoGlobal
Small Medic Pack (Olive)	UK3CB_B_Backpack_Med_OLI	BACKPACK	addBackpackCargoGlobal
Small Pack (Tan)	UK3CB_B_Backpack_Pocket	BACKPACK	addBackpackCargoGlobal
Small Pack (Olive)	UK3CB_B_Backpack_Pocket_OLI	BACKPACK	addBackpackCargoGlobal
Bedroll pack (Green)	UK3CB_B_Bedroll_Backpack_GRN	BACKPACK	addBackpackCargoGlobal
Bedroll pack (Grey)	UK3CB_B_Bedroll_Backpack_GRY	BACKPACK	addBackpackCargoGlobal
Bedroll pack (Khaki)	UK3CB_B_Bedroll_Backpack_KHK	BACKPACK	addBackpackCargoGlobal
Bedroll and Shovel pack (Green)	UK3CB_B_Bedroll_Shovel_Backpack_GRN	BACKPACK	addBackpackCargoGlobal
Bedroll and Shovel pack (Grey)	UK3CB_B_Bedroll_Shovel_Backpack_GRY	BACKPACK	addBackpackCargoGlobal
Bedroll and Shovel pack (Khaki)	UK3CB_B_Bedroll_Shovel_Backpack_KHK	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (DPM 68)	UK3CB_B_Carryall_DPM_68	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (DPM 85)	UK3CB_B_Carryall_DPM_85	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (DPM 95)	UK3CB_B_Carryall_DPM_95	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (DPM Arid)	UK3CB_B_Carryall_DPM_ARID	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (DPM Grassland)	UK3CB_B_Carryall_DPM_SA	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (ERDL Afghanistan)	UK3CB_B_Carryall_ERDL_AFG	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Greek Lizard)	UK3CB_B_Carryall_GRK_LIZ	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Marpat)	UK3CB_B_Carryall_MAR	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Rhodesian Brush)	UK3CB_B_Carryall_RHB	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Turkish)	UK3CB_B_Carryall_TRK	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Vegetato)	UK3CB_B_Carryall_VEG	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Woodland 05)	UK3CB_B_Carryall_WDL_01	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Woodland 06)	UK3CB_B_Carryall_WDL_02	BACKPACK	addBackpackCargoGlobal
Carryall Backpack (Woodland 07)	UK3CB_B_Carryall_WDL_03	BACKPACK	addBackpackCargoGlobal
Fieldpack	UK3CB_B_Fieldpack	BACKPACK	addBackpackCargoGlobal
RBS-70 Gun Bag	UK3CB_B_G_Static_RBS70_Gun_Bag	BACKPACK	addBackpackCargoGlobal
Hiker Backpack	UK3CB_B_Hiker	BACKPACK	addBackpackCargoGlobal
Czech Backpack	UK3CB_B_Hiker_Camo	BACKPACK	addBackpackCargoGlobal
Alice Pack w/frame Radio ANPRC155 (OD)	UK3CB_B_I_Alice_pack_frame_radio_01	BACKPACK	addBackpackCargoGlobal
Alice Pack w/frame Radio ANPRC155 (OD)	UK3CB_B_I_Alice_pack_frame_radio_01_M81	BACKPACK	addBackpackCargoGlobal
Alice Pack Small Radio ANPRC155 (Khaki)	UK3CB_B_I_Alice_Radio_Backpack	BACKPACK	addBackpackCargoGlobal
Assault Bergen Radio ANPRC155 (VSR)	UK3CB_B_I_Assault_camo_Radio	BACKPACK	addBackpackCargoGlobal
Small Radio Pack ANPRC155 (Tan)	UK3CB_B_I_Backpack_Radio_Chem	BACKPACK	addBackpackCargoGlobal
Small Radio Pack ANPRC155 (Olive)	UK3CB_B_I_Backpack_Radio_Chem_OLI	BACKPACK	addBackpackCargoGlobal
Radio Backpack ANPRC155	UK3CB_B_I_Radio_Backpack	BACKPACK	addBackpackCargoGlobal
Tactical Backpack Radio ANPRC155	UK3CB_B_I_Tactical_Backpack_Radio	BACKPACK	addBackpackCargoGlobal
Backpack	UK3CB_B_Invisible	BACKPACK	addBackpackCargoGlobal
Kitbag (DPM 68)	UK3CB_B_Kitbag_DPM_68	BACKPACK	addBackpackCargoGlobal
Kitbag (DPM 85)	UK3CB_B_Kitbag_DPM_85	BACKPACK	addBackpackCargoGlobal
Kitbag (DPM 95)	UK3CB_B_Kitbag_DPM_95	BACKPACK	addBackpackCargoGlobal
Kitbag (DPM Arid)	UK3CB_B_Kitbag_DPM_ARID	BACKPACK	addBackpackCargoGlobal
Kitbag (DPM Grassland)	UK3CB_B_Kitbag_DPM_SA	BACKPACK	addBackpackCargoGlobal
Kitbag (ERDL Afghanistan)	UK3CB_B_Kitbag_ERDL_AFG	BACKPACK	addBackpackCargoGlobal
Kitbag (Greek Lizard)	UK3CB_B_Kitbag_GRK_LIZ	BACKPACK	addBackpackCargoGlobal
Kitbag (Marpat)	UK3CB_B_Kitbag_MAR	BACKPACK	addBackpackCargoGlobal
Kitbag (Rhodesian Brush)	UK3CB_B_Kitbag_RHB	BACKPACK	addBackpackCargoGlobal
Kitbag (Turkish)	UK3CB_B_Kitbag_TRK	BACKPACK	addBackpackCargoGlobal
Kitbag (Vegetato)	UK3CB_B_Kitbag_VEG	BACKPACK	addBackpackCargoGlobal
Kitbag (Woodland 01)	UK3CB_B_Kitbag_WDL_01	BACKPACK	addBackpackCargoGlobal
Kitbag (Woodland 02)	UK3CB_B_Kitbag_WDL_02	BACKPACK	addBackpackCargoGlobal
Kitbag (Woodland 03)	UK3CB_B_Kitbag_WDL_03	BACKPACK	addBackpackCargoGlobal
Large Pack (Olive)	UK3CB_B_Largepack	BACKPACK	addBackpackCargoGlobal
Large Pack (Tan)	UK3CB_B_Largepack_Des	BACKPACK	addBackpackCargoGlobal
Large Pack Medic (Olive)	UK3CB_B_Largepack_Med	BACKPACK	addBackpackCargoGlobal
Large Pack Medic (Tan)	UK3CB_B_Largepack_Med_Des	BACKPACK	addBackpackCargoGlobal
Alice Pack w/frame Radio MR3000 (OD)	UK3CB_B_O_Alice_pack_frame_radio_01	BACKPACK	addBackpackCargoGlobal
Alice Pack w/frame Radio MR3000 (OD)	UK3CB_B_O_Alice_pack_frame_radio_01_M81	BACKPACK	addBackpackCargoGlobal
Alice Pack Small Radio MR3000 (Khaki)	UK3CB_B_O_Alice_Radio_Backpack	BACKPACK	addBackpackCargoGlobal
Assault Bergen Radio MR3000 (VSR)	UK3CB_B_O_Assault_camo_Radio	BACKPACK	addBackpackCargoGlobal
Small Radio Pack MR3000 (Tan)	UK3CB_B_O_Backpack_Radio_Chem	BACKPACK	addBackpackCargoGlobal
Small Radio Pack MR3000 (Olive)	UK3CB_B_O_Backpack_Radio_Chem_OLI	BACKPACK	addBackpackCargoGlobal
Radio Backpack MR3000	UK3CB_B_O_Radio_Backpack	BACKPACK	addBackpackCargoGlobal
Radio Pack MR3000 (Black)	UK3CB_B_O_RadioBag_BLK	BACKPACK	addBackpackCargoGlobal
Radio Pack MR3000 (Green)	UK3CB_B_O_RadioBag_GRN	BACKPACK	addBackpackCargoGlobal
Radio Pack MR3000 (Khaki)	UK3CB_B_O_RadioBag_KHK	BACKPACK	addBackpackCargoGlobal
Radio Pack MR3000 (Tan)	UK3CB_B_O_RadioBag_TAN	BACKPACK	addBackpackCargoGlobal
Radio Pack MR3000 (Winter)	UK3CB_B_O_RadioBag_WIN	BACKPACK	addBackpackCargoGlobal
Tactical Backpack Radio MR3000	UK3CB_B_O_Tactical_Backpack_Radio	BACKPACK	addBackpackCargoGlobal
Small Pack (Black)	UK3CB_B_Small_Pack	BACKPACK	addBackpackCargoGlobal
M240 w/Elcan Tripod Bag (High)	UK3CB_B_Static_M240_Elcan_Tripod_High_Bag_US_W	BACKPACK	addBackpackCargoGlobal
M240 w/Elcan Tripod Bag (Low)	UK3CB_B_Static_M240_Elcan_Tripod_Low_Bag_US_W	BACKPACK	addBackpackCargoGlobal
M240 Tripod Bag (High)	UK3CB_B_Static_M240_Tripod_High_Bag_HIDF	BACKPACK	addBackpackCargoGlobal
M240 Tripod Bag (Low)	UK3CB_B_Static_M240_Tripod_Low_Bag_HIDF	BACKPACK	addBackpackCargoGlobal
MILAN Tripod Bag (High)	UK3CB_B_Static_Milan_Tripod_High_Bag	BACKPACK	addBackpackCargoGlobal
MILAN Tripod Bag (Low)	UK3CB_B_Static_Milan_Tripod_Low_Bag	BACKPACK	addBackpackCargoGlobal
Tactical Backpack	UK3CB_B_Tactical_Backpack	BACKPACK	addBackpackCargoGlobal
Tactical Pack Medic (Olive)	UK3CB_B_TacticalPack_Med_Oli	BACKPACK	addBackpackCargoGlobal
Tactical Pack (Olive)	UK3CB_B_TacticalPack_Oli	BACKPACK	addBackpackCargoGlobal
Combat Uniform [Patchless] (Woodland)	UK3CB_B_U_CombatUniform_01_WDL	ITEM	addItemCargoGlobal
Combat Uniform [Patchless] (Woodland Alt)	UK3CB_B_U_CombatUniform_02_WDL	ITEM	addItemCargoGlobal
M93 [Patchless] (Woodland)	UK3CB_B_U_CombatUniform_03_WDL	ITEM	addItemCargoGlobal
Combat Uniform Shortsleeve [Patchless] (Woodland)	UK3CB_B_U_CombatUniform_Shortsleeve_01_WDL	ITEM	addItemCargoGlobal
Combat Uniform Shortsleeve [Patchless] (Woodland Alt)	UK3CB_B_U_CombatUniform_Shortsleeve_02_WDL	ITEM	addItemCargoGlobal
Combat Uniform Officer [Patchless] (Woodland)	UK3CB_B_U_Officer_WDL	ITEM	addItemCargoGlobal
Backpack [US Late] (Olive)	UK3CB_B_US_Backpack	BACKPACK	addBackpackCargoGlobal
Backpack Medic [US Late] (Olive)	UK3CB_B_US_Medic_Backpack	BACKPACK	addBackpackCargoGlobal
Browning Hi-Power	UK3CB_BHP	WEAPON	addWeaponCargoGlobal
13rnd BHP 9x19mm	UK3CB_BHP_9_13Rnd	MAGAZINE	addMagazineCargoGlobal
G36 Bipod	UK3CB_Bipod_G36	ITEM	addItemCargoGlobal
M1919A6 Browning Bipod	UK3CB_Bipod_M1919	ITEM	addItemCargoGlobal
Shorts Blowpipe	UK3CB_Blowpipe	WEAPON	addWeaponCargoGlobal
Blowpipe Missile	UK3CB_Blowpipe_Round	MAGAZINE	addMagazineCargoGlobal
Enfield Bren Mk.2	UK3CB_Bren_303	WEAPON	addWeaponCargoGlobal
.303 30rnd Ball	UK3CB_Bren_30Rnd_303_Magazine	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball (2 x Green Tracer)	UK3CB_Bren_30Rnd_303_Magazine_G	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball Tracer (Green)	UK3CB_Bren_30Rnd_303_Magazine_GT	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball (2 x Red Tracer)	UK3CB_Bren_30Rnd_303_Magazine_R	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball Tracer (Red)	UK3CB_Bren_30Rnd_303_Magazine_RT	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball (2 x White Tracer)	UK3CB_Bren_30Rnd_303_Magazine_W	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball Tracer (White)	UK3CB_Bren_30Rnd_303_Magazine_WT	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball(2 x Yellow Tracer)	UK3CB_Bren_30Rnd_303_Magazine_Y	MAGAZINE	addMagazineCargoGlobal
.303 30rnd Ball Tracer (Yellow)	UK3CB_Bren_30Rnd_303_Magazine_YT	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M80 (No Tracer)	UK3CB_Bren_30Rnd_762x51_Magazine	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M80 (2 x Green Tracer)	UK3CB_Bren_30Rnd_762x51_Magazine_G	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M62 Tracer (Green)	UK3CB_Bren_30Rnd_762x51_Magazine_GT	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M80 (2 x Red Tracer)	UK3CB_Bren_30Rnd_762x51_Magazine_R	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M62 Tracer (Red)	UK3CB_Bren_30Rnd_762x51_Magazine_RT	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M80 (2 x White Tracer)	UK3CB_Bren_30Rnd_762x51_Magazine_W	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M62 Tracer (White)	UK3CB_Bren_30Rnd_762x51_Magazine_WT	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M80 (2 x Yellow Tracer)	UK3CB_Bren_30Rnd_762x51_Magazine_Y	MAGAZINE	addMagazineCargoGlobal
30rnd Bren M62 Tracer (Yellow)	UK3CB_Bren_30Rnd_762x51_Magazine_YT	MAGAZINE	addMagazineCargoGlobal
Enfield L4 LMG	UK3CB_Bren_L4_LMG	WEAPON	addWeaponCargoGlobal
CAL C1A1	UK3CB_C1A1	WEAPON	addWeaponCargoGlobal
Carl Gustaf M/45	uk3cb_carlg_m45	WEAPON	addWeaponCargoGlobal
36rnd CG M45 9mm (No Tracer)	uk3cb_carlg_m45_36rnd_magazine	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm (3 x Green Tracer)	uk3cb_carlg_m45_36rnd_magazine_G	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm Tracer (Green)	uk3cb_carlg_m45_36rnd_magazine_GT	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm (3 x Red Tracer)	uk3cb_carlg_m45_36rnd_magazine_R	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm Tracer (Red)	uk3cb_carlg_m45_36rnd_magazine_RT	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm (3 x White Tracer)	uk3cb_carlg_m45_36rnd_magazine_W	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm Tracer (White)	uk3cb_carlg_m45_36rnd_magazine_WT	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm (3 x Yellow Tracer)	uk3cb_carlg_m45_36rnd_magazine_Y	MAGAZINE	addMagazineCargoGlobal
36rnd CG M45 9mm Tracer (Yellow)	uk3cb_carlg_m45_36rnd_magazine_YT	MAGAZINE	addMagazineCargoGlobal
Assault Bergen (Green)	UK3CB_CHC_C_B_HIKER	BACKPACK	addBackpackCargoGlobal
Assault Pack (Medical)	UK3CB_CHC_C_B_MED	BACKPACK	addBackpackCargoGlobal
Cap (Campaign Slogan)	UK3CB_CHC_C_H_Can_Cap	ITEM	addItemCargoGlobal
Casual Clothes Jacket and Jumper (Cream)	UK3CB_CHC_C_U_ACTIVIST_01	ITEM	addItemCargoGlobal
Casual Clothes Jacket and Jumper (Red)	UK3CB_CHC_C_U_ACTIVIST_02	ITEM	addItemCargoGlobal
Casual Clothes Jacket and Jumper (Blue)	UK3CB_CHC_C_U_ACTIVIST_03	ITEM	addItemCargoGlobal
Casual Clothes Jacket and Jumper (Green)	UK3CB_CHC_C_U_ACTIVIST_04	ITEM	addItemCargoGlobal
Clothes Bodyguard Suit (Black)	UK3CB_CHC_C_U_BODYG_01	ITEM	addItemCargoGlobal
Casual Clothes Shirt and Tie (Purple)	UK3CB_CHC_C_U_CAN_01	ITEM	addItemCargoGlobal
Casual Clothes Jacket (Brown)	UK3CB_CHC_C_U_CIT_01	ITEM	addItemCargoGlobal
Casual Clothes Jacket (Light Brown)	UK3CB_CHC_C_U_CIT_02	ITEM	addItemCargoGlobal
Casual Clothes Jacket (Tan)	UK3CB_CHC_C_U_CIT_03	ITEM	addItemCargoGlobal
Casual Clothes Jacket (Dark Brown)	UK3CB_CHC_C_U_CIT_04	ITEM	addItemCargoGlobal
Casual Clothes Jacket (Black)	UK3CB_CHC_C_U_CIT_05	ITEM	addItemCargoGlobal
Casual Clothes Tracksuit (Blue)	UK3CB_CHC_C_U_COACH_01	ITEM	addItemCargoGlobal
Casual Clothes Tracksuit (Yellow)	UK3CB_CHC_C_U_COACH_02	ITEM	addItemCargoGlobal
Casual Clothes Tracksuit (Green)	UK3CB_CHC_C_U_COACH_03	ITEM	addItemCargoGlobal
Casual Clothes Tracksuit (Black)	UK3CB_CHC_C_U_COACH_04	ITEM	addItemCargoGlobal
Casual Clothes Tracksuit (Red)	UK3CB_CHC_C_U_COACH_05	ITEM	addItemCargoGlobal
Clothes Doctor Coat (White)	UK3CB_CHC_C_U_DOC_01	ITEM	addItemCargoGlobal
Clothes Doctor Coat (Navy)	UK3CB_CHC_C_U_DOC_02	ITEM	addItemCargoGlobal
Clothes Doctor Coat (Light Blue)	UK3CB_CHC_C_U_DOC_03	ITEM	addItemCargoGlobal
Clothes Functionary Suit (Black)	UK3CB_CHC_C_U_FUNC_01	ITEM	addItemCargoGlobal
Clothes Functionary Suit (Brown)	UK3CB_CHC_C_U_FUNC_02	ITEM	addItemCargoGlobal
Casual Clothes Hiker (Red / Blue)	UK3CB_CHC_C_U_HIKER_01	ITEM	addItemCargoGlobal
Casual Clothes Hiker (Green / Red)	UK3CB_CHC_C_U_HIKER_02	ITEM	addItemCargoGlobal
Casual Clothes Hiker (Blue / Green)	UK3CB_CHC_C_U_HIKER_03	ITEM	addItemCargoGlobal
Casual Clothes Hiker (Flecktarn)	UK3CB_CHC_C_U_HIKER_04	ITEM	addItemCargoGlobal
Clothes Overalls (Black)	UK3CB_CHC_C_U_Overall_01	ITEM	addItemCargoGlobal
Clothes Overalls (Blue)	UK3CB_CHC_C_U_Overall_02	ITEM	addItemCargoGlobal
Clothes Overalls (Tan)	UK3CB_CHC_C_U_Overall_03	ITEM	addItemCargoGlobal
Clothes Overalls (Red)	UK3CB_CHC_C_U_Overall_04	ITEM	addItemCargoGlobal
Clothes Overalls (Grey)	UK3CB_CHC_C_U_Overall_05	ITEM	addItemCargoGlobal
Clothes Pilot [A3PowPot] (Blue)	UK3CB_CHC_C_U_Pilot_01	ITEM	addItemCargoGlobal
Clothes Pilot [A3PowPot] (Tan)	UK3CB_CHC_C_U_Pilot_02	ITEM	addItemCargoGlobal
Clothes Pilot [A3PowPot] (Black)	UK3CB_CHC_C_U_Pilot_03	ITEM	addItemCargoGlobal
Clothes Politician Suit and Tie (Black / Blue)	UK3CB_CHC_C_U_POLITIC_01	ITEM	addItemCargoGlobal
Clothes Politician Suit and Tie (Black / Red)	UK3CB_CHC_C_U_POLITIC_02	ITEM	addItemCargoGlobal
Clothes Politician Suit and Tie (Black / Green)	UK3CB_CHC_C_U_POLITIC_03	ITEM	addItemCargoGlobal
Clothes Priest Robe (Black)	UK3CB_CHC_C_U_PRIEST_01	ITEM	addItemCargoGlobal
Clothes Priest Robe (Red)	UK3CB_CHC_C_U_PRIEST_02	ITEM	addItemCargoGlobal
Clothes Priest Robe (Purple)	UK3CB_CHC_C_U_PRIEST_03	ITEM	addItemCargoGlobal
Casual Suit Jacket (Grey)	UK3CB_CHC_C_U_PROF_01	ITEM	addItemCargoGlobal
Casual Suit Jacket (Navy)	UK3CB_CHC_C_U_PROF_02	ITEM	addItemCargoGlobal
Casual Suit Jacket (Brown)	UK3CB_CHC_C_U_PROF_03	ITEM	addItemCargoGlobal
Casual Suit Jacket (Brown Check)	UK3CB_CHC_C_U_PROF_04	ITEM	addItemCargoGlobal
Clothes Villager (Blue Check)	UK3CB_CHC_C_U_VILL_01	ITEM	addItemCargoGlobal
Clothes Villager (Yellow Check)	UK3CB_CHC_C_U_VILL_02	ITEM	addItemCargoGlobal
Clothes Villager (Green)	UK3CB_CHC_C_U_VILL_03	ITEM	addItemCargoGlobal
Clothes Villager (Light Blue)	UK3CB_CHC_C_U_VILL_04	ITEM	addItemCargoGlobal
Clothes Woodlander (Brown / Blue)	UK3CB_CHC_C_U_WOOD_01	ITEM	addItemCargoGlobal
Clothes Woodlander (Green / Khaki)	UK3CB_CHC_C_U_WOOD_02	ITEM	addItemCargoGlobal
Clothes Woodlander (Tan / TTsKO)	UK3CB_CHC_C_U_WOOD_03	ITEM	addItemCargoGlobal
Clothes Woodlander (Black / Green)	UK3CB_CHC_C_U_WOOD_04	ITEM	addItemCargoGlobal
Casual Clothes Waistcoat (Sand)	UK3CB_CHC_C_U_WORK_01	ITEM	addItemCargoGlobal
Casual Clothes Waistcoat (Green)	UK3CB_CHC_C_U_WORK_02	ITEM	addItemCargoGlobal
Casual Clothes Waistcoat (Blue)	UK3CB_CHC_C_U_WORK_03	ITEM	addItemCargoGlobal
Casual Clothes Waistcoat (Brown Check)	UK3CB_CHC_C_U_WORK_04	ITEM	addItemCargoGlobal
UMBTS Backpack Woodland (Engineer)	UK3CB_CHD_B_B_ENG_WDL_ALT	BACKPACK	addBackpackCargoGlobal
UMBTS Backpack Woodland (Medic)	UK3CB_CHD_B_B_MD_WDL	BACKPACK	addBackpackCargoGlobal
UMBTS Backpack Woodland	UK3CB_CHD_B_B_RIF_WDL	BACKPACK	addBackpackCargoGlobal
Sidor Medic (Flora)	UK3CB_CHD_B_B_Sidor_MD	BACKPACK	addBackpackCargoGlobal
Sidor Rifleman (Flora)	UK3CB_CHD_B_B_Sidor_RIF_FLORA	BACKPACK	addBackpackCargoGlobal
Gorka-R (Blue Kamysh / Green Underbrush)	UK3CB_CHD_B_U_CombatSmock_01	ITEM	addItemCargoGlobal
Gorka-R (Blue Kamysh / Woodland)	UK3CB_CHD_B_U_CombatSmock_02	ITEM	addItemCargoGlobal
Gorka-R (KLMK Summer / Green Underbrush)	UK3CB_CHD_B_U_CombatSmock_03	ITEM	addItemCargoGlobal
Gorka-R (KLMK / Green Underbrush)	UK3CB_CHD_B_U_CombatSmock_04	ITEM	addItemCargoGlobal
Gorka-R (Black / Green Underbrush)	UK3CB_CHD_B_U_CombatSmock_05	ITEM	addItemCargoGlobal
Gorka-R (Khaki / Green Underbrush)	UK3CB_CHD_B_U_CombatSmock_06	ITEM	addItemCargoGlobal
Gorka-R (Green Underbrush)	UK3CB_CHD_B_U_CombatSmock_07	ITEM	addItemCargoGlobal
Gorka-R (Green Underbrush / EMR)	UK3CB_CHD_B_U_CombatSmock_08	ITEM	addItemCargoGlobal
Gorka-R (Green Underbrush / Kamysh)	UK3CB_CHD_B_U_CombatSmock_09	ITEM	addItemCargoGlobal
Gorka-R (Green Underbrush / Partisan)	UK3CB_CHD_B_U_CombatSmock_10	ITEM	addItemCargoGlobal
Gorka-R (Brown Underbrush)	UK3CB_CHD_B_U_CombatSmock_11	ITEM	addItemCargoGlobal
Gorka-R (Green Underbrush / Woodland)	UK3CB_CHD_B_U_CombatSmock_12	ITEM	addItemCargoGlobal
Gorka-R (Woodland / Green Underbrush)	UK3CB_CHD_B_U_CombatSmock_13	ITEM	addItemCargoGlobal
Combat Uniform (Green / Brown Underbrush)	UK3CB_CHD_B_U_CombatUniform_01	ITEM	addItemCargoGlobal
Combat Uniform (Brown / Green Underbrush)	UK3CB_CHD_B_U_CombatUniform_02	ITEM	addItemCargoGlobal
Combat Uniform (Brown Underbrush / Oak Leaf)	UK3CB_CHD_B_U_CombatUniform_03	ITEM	addItemCargoGlobal
Combat Uniform (Green Underbrush / Oak Leaf)	UK3CB_CHD_B_U_CombatUniform_04	ITEM	addItemCargoGlobal
Combat Uniform (Oak Leaf)	UK3CB_CHD_B_U_CombatUniform_05	ITEM	addItemCargoGlobal
Combat Uniform (Brown Underbrush)	UK3CB_CHD_B_U_CombatUniform_06	ITEM	addItemCargoGlobal
Combat Uniform (Green Underbrush)	UK3CB_CHD_B_U_CombatUniform_07	ITEM	addItemCargoGlobal
Combat Uniform (Smog)	UK3CB_CHD_B_U_CombatUniform_08	ITEM	addItemCargoGlobal
Combat Uniform (Brown Underbrush Alt)	UK3CB_CHD_B_U_CombatUniform_09	ITEM	addItemCargoGlobal
Combat Uniform (Red Underbrush)	UK3CB_CHD_B_U_H_Pilot_Uniform_01	ITEM	addItemCargoGlobal
Combat Uniform (Red / Green Underbrush)	UK3CB_CHD_B_U_H_Pilot_Uniform_02	ITEM	addItemCargoGlobal
Combat Uniform (Green / Red Underbrush)	UK3CB_CHD_B_U_H_Pilot_Uniform_03	ITEM	addItemCargoGlobal
Half Ghillie Suit [CHD] (Oakleaf)	UK3CB_CHD_B_U_Sniper_Uniform_01_Ghillie_Top_Oakleaf	ITEM	addItemCargoGlobal
Half Ghillie Suit [CHD] (Underbrush Green)	UK3CB_CHD_B_U_Sniper_Uniform_01_Ghillie_Top_Underbrush_Green	ITEM	addItemCargoGlobal
Gorka-R (KLMK Winter Green)	UK3CB_CHD_W_B_U_CombatSmock_01	ITEM	addItemCargoGlobal
